area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,AsastDe,984.0,2.0,1.0,45.75,2,4649.390243902439
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,TCncyn ,1089.0,2.0,1.0,40.0,2,3673.094582185491
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Orens G,1165.0,2.0,1.0,52.0,2,4463.519313304721
Super built-up  Area,18-Dec,Hennur,3 BHK,Puveshe,1482.0,3.0,1.0,110.0,3,7422.402159244264
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1938.0,3.0,3.0,113.0,3,5830.7533539731685
Super built-up  Area,Ready To Move,Mico Layout,2 BHK,Inasy E,1140.0,2.0,2.0,43.0,2,3771.9298245614036
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,Sotosty,3734.0,5.0,1.0,430.0,4,11515.800749866095
Super built-up  Area,Ready To Move,Tejaswini Nagar,1 BHK,Raood R,720.0,1.0,2.0,28.0,1,3888.8888888888887
Built-up  Area,Ready To Move,Richards Town,2 BHK,Alnorrm,1100.0,2.0,1.0,90.0,2,8181.818181818182
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,2.0,2.0,73.5,3,4741.935483870968
Super built-up  Area,Ready To Move,Chikbasavanapura,2 BHK,SatonLi,1220.0,2.0,2.0,60.0,2,4918.0327868852455
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,DSlesSp,1347.0,2.0,1.0,44.0,3,3266.5181885671864
Super built-up  Area,Ready To Move,Lake City,1 BHK,Prdenth,600.0,1.0,1.0,22.8,1,3800.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321.0,4.0,1.0,157.0,3,6764.325721671693
Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Prineth,540.0,1.0,2.0,24.0,1,4444.444444444444
Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,Skacak ,1484.0,3.0,1.0,75.0,3,5053.908355795148
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1105.0,2.0,2.0,40.0,2,3619.9095022624433
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Invenai,1200.0,2.0,2.0,60.5,2,5041.666666666667
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Chllea ,4007.0,4.0,3.0,530.0,4,13226.853007237334
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,550.0,2.0,1.0,16.0,2,2909.090909090909
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2409.0,3.0,3.0,395.0,3,16396.84516396845
Built-up  Area,Ready To Move,Old Airport Road,2 BHK,Canoroy,1055.0,2.0,3.0,75.0,2,7109.004739336493
Super built-up  Area,18-Dec,Hosa Road,3 BHK,Mahesr ,1541.0,3.0,1.0,69.61,3,4517.1966255678135
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veitaus,1224.0,2.0,2.0,75.0,2,6127.450980392156
Built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,39.0,2,4416.761041902605
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2 BHK,PrinePr,1154.0,2.0,1.0,57.0,2,4939.341421143848
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Hahtsya,1610.0,3.0,3.0,78.5,3,4875.776397515528
Super built-up  Area,Ready To Move,Devasthanagalu,2 BHK,CMhidal,1057.0,2.0,1.0,42.0,2,3973.5099337748343
Super built-up  Area,18-Jul,Raja Rajeshwari Nagar,2 BHK,Prllsan,1157.0,2.0,1.0,65.0,2,5617.9775280898875
Super built-up  Area,Ready To Move,Gulimangala,2 BHK,Daxir E,980.0,2.0,3.0,35.0,2,3571.4285714285716
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Vaine S,1140.0,2.0,1.0,40.0,2,3508.7719298245615
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1206.0,2.0,1.0,40.7,2,3374.7927031509125
Super built-up  Area,Ready To Move,Koramangala,3 BHK,K ncy R,1600.0,3.0,1.0,170.0,3,10625.0
Super built-up  Area,18-Dec,Tunganagara,3 BHK,DSdidSp,1270.0,2.0,1.0,35.56,3,2800.0
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,63.5,2,5629.432624113475
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,640.0,1.0,1.0,45.0,1,7031.25
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,SPavenc,1090.0,2.0,2.0,38.15,2,3500.0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589.0,1.0,1.0,29.0,1,4923.599320882852
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,3150.0,4.0,2.0,500.0,4,15873.015873015873
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Viuliap,1315.0,2.0,3.0,74.0,2,5627.376425855513
Super built-up  Area,Ready To Move,Bellandur,3 BHK,AkonyHa,1435.0,2.0,2.0,115.0,3,8013.937282229966
Super built-up  Area,18-May,Kadugodi,2 BHK,Alestrb,1314.0,2.0,3.0,80.0,2,6088.2800608828
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260.0,2.0,1.0,100.0,2,7936.507936507936
Super built-up  Area,18-Feb,Mysore Road,3 BHK,PrawnRa,1082.0,2.0,1.0,45.0,3,4158.964879852126
Super built-up  Area,18-Dec,Hennur Road,2 BHK,DSeldpr,1052.0,2.0,1.0,34.72,2,3300.380228136882
Built-up  Area,Ready To Move,Kodigehaali,3 BHK,Shyas S,1442.0,3.0,2.0,80.0,3,5547.850208044383
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,SrncyRe,1500.0,2.0,2.0,75.0,3,5000.0
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497.0,1.0,1.0,20.0,2,4024.1448692152917
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255.0,2.0,1.0,53.57,2,4268.525896414342
Built-up  Area,Ready To Move,Kundalahalli,3 Bedroom,Roima A,2100.0,3.0,2.0,150.0,3,7142.857142857143
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Eltert ,1450.0,2.0,2.0,80.0,2,5517.241379310345
Super built-up  Area,18-May,Sarjapur  Road,2 BHK,PualeSk,1346.0,2.0,1.0,69.61,2,5171.619613670134
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Assha A,925.0,2.0,1.0,49.82,3,5385.945945945946
Super built-up  Area,18-Apr,Lingadheeranahalli,3 BHK,Shiumi ,1768.0,3.0,3.0,81.31,3,4598.981900452489
Built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745.0,3.0,2.0,130.0,3,7449.856733524355
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500.0,3.0,3.0,425.0,4,12142.857142857143
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,AdtusAn,1550.0,3.0,1.0,50.0,3,3225.8064516129034
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2340.0,5.0,1.0,160.0,4,6837.606837606838
Super built-up  Area,19-Mar,Whitefield,3 BHK,Prtates,1655.0,3.0,2.0,113.0,3,6827.794561933535
Super built-up  Area,19-Jan,Battarahalli,3 BHK,PaontWa,2024.0,3.0,2.0,103.0,3,5088.932806324111
Built-up  Area,Ready To Move,Siddapura,4 Bedroom,PrstaLa,3100.0,5.0,0.0,425.0,4,13709.677419354839
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,AFe 3Ph,1575.0,4.0,3.0,100.0,3,6349.206349206349
Super built-up  Area,18-Dec,Iblur Village,3 BHK,DNionfl,1920.0,3.0,2.0,130.0,3,6770.833333333333
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,6200.0,4.0,2.0,744.0,4,12000.0
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1082.0,2.0,1.0,55.0,3,5083.179297597043
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Jancyva,1265.0,2.0,3.0,55.0,3,4347.826086956522
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,67.4,2,5409.309791332264
Super built-up  Area,19-Mar,Hosa Road,1 BHK,Skume R,615.0,1.0,1.0,43.08,1,7004.878048780488
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,1128.0,2.0,1.0,60.0,2,5319.148936170212
Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,AmiewLa,1260.0,2.0,1.0,55.0,2,4365.079365079365
Super built-up  Area,Ready To Move,Bellandur,3 BHK,OriewLa,1830.0,3.0,3.0,89.89,3,4912.021857923497
Super built-up  Area,18-Jan,Yelahanka,1 BHK,Prensya,602.0,2.0,1.0,30.0,1,4983.388704318937
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Golmsn ,1835.0,3.0,3.0,89.0,3,4850.136239782017
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1250.0,3.0,3.0,62.6,3,5008.0
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vestas ,1855.0,3.0,3.0,96.0,3,5175.202156334231
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,60.91,3,4200.689655172414
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2089.0,3.0,2.0,148.0,3,7084.729535662997
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464.0,3.0,2.0,56.0,3,3825.136612021858
Built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1200.0,2.0,2.0,44.73,2,3727.5
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Coa 3t ,1095.0,2.0,1.0,45.0,2,4109.58904109589
Plot  Area,Ready To Move,Ambedkar Nagar,3 Bedroom,Thessrm,2900.0,3.0,2.0,297.0,3,10241.379310344828
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,Saarlth,2500.0,3.0,2.0,345.0,3,13800.0
Built-up  Area,Ready To Move,Kothanur,3 BHK,EiionCa,1170.0,3.0,2.0,80.0,3,6837.606837606838
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1280.0,2.0,1.0,88.0,2,6875.0
Super built-up  Area,18-Jul,Rajaji Nagar,2 BHK,Puwerun,1224.0,2.0,0.0,105.0,2,8578.43137254902
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1694.0,3.0,1.0,125.0,3,7378.984651711924
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825.0,2.0,1.0,30.0,2,3636.3636363636365
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,985.0,2.0,1.0,25.12,2,2550.253807106599
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175.0,2.0,2.0,75.0,2,6382.978723404255
Built-up  Area,Ready To Move,Whitefield,3 BHK,SneurGr,1740.0,3.0,3.0,85.0,3,4885.057471264367
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,DSensn ,1770.0,3.0,2.0,99.0,3,5593.220338983051
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,1090.0,2.0,1.0,46.0,2,4220.183486238532
Super built-up  Area,Ready To Move,Jogupalya,3 BHK,Ranor M,1800.0,3.0,1.0,130.0,3,7222.222222222223
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221.0,3.0,3.0,65.0,3,5323.505323505324
Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,Maian M,1046.0,2.0,1.0,48.0,2,4588.910133843212
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1290.0,2.0,3.0,56.12,3,4350.387596899225
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.76,2,2888.262910798122
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1850.0,4.0,2.0,121.0,3,6540.540540540541
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,SraveHi,1097.0,2.0,1.0,49.0,2,4466.727438468551
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Mykyayi,1200.0,3.0,2.0,70.0,2,5833.333333333333
Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140.0,2.0,2.0,52.0,2,4561.403508771929
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150.0,2.0,0.0,50.0,2,4347.826086956522
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245.0,2.0,2.0,58.0,2,4658.634538152611
Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,4750.0,6.0,1.0,948.0,4,19957.894736842107
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594.0,3.0,2.0,140.0,3,8782.936010037642
Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1,2550.3875968992247
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700.0,2.0,2.0,36.0,2,5142.857142857143
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000.0,2.0,0.0,50.0,2,5000.0
Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,4000.0,5.0,1.0,540.0,6,13500.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1570.0,2.0,2.0,95.0,3,6050.955414012738
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290.0,2.0,2.0,88.0,2,6821.705426356589
Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Soond R,2777.29,5.0,2.0,649.0,3,23368.10343896388
Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,VentsAp,2250.0,3.0,0.0,180.0,3,8000.0
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,Prncyay,1145.0,2.0,2.0,44.0,2,3842.7947598253277
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065.0,2.0,1.0,30.75,2,2887.323943661972
Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650.0,3.0,2.0,48.0,3,2909.090909090909
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371.0,2.0,1.0,86.0,2,6272.793581327498
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575.0,3.0,1.0,94.5,3,6000.0
Super built-up  Area,18-Jan,Yelahanka,2 BHK,Prensya,1362.0,2.0,2.0,66.0,2,4845.814977973569
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255.0,3.0,1.0,90.0,3,7171.314741035857
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088.0,2.0,1.0,30.46,2,2799.6323529411766
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCowsar,1234.0,2.0,2.0,80.0,2,6482.982171799027
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2140.0,3.0,2.0,139.0,3,6495.327102803738
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584.0,3.0,2.0,101.0,3,6376.262626262626
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1175.0,2.0,2.0,50.0,2,4255.31914893617
Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645.0,1.0,1.0,16.45,1,2550.3875968992247
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585.0,2.0,2.0,79.0,3,4984.22712933754
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740.0,2.0,1.0,137.0,3,7873.563218390805
Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985.0,2.0,1.0,50.17,2,5093.401015228426
Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583.0,3.0,1.0,95.23,3,6015.792798483892
Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1122.5,2.0,0.0,61.74,2,5500.22271714922
Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573.0,3.0,2.0,100.0,3,6357.279084551812
Super built-up  Area,Ready To Move,Yemlur,2 BHK,Saensar,1210.0,2.0,1.0,60.0,2,4958.677685950413
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485.0,2.0,2.0,63.0,3,4242.424242424242
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735.0,3.0,2.0,97.0,3,5590.778097982709
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730.0,3.0,2.0,175.0,3,10115.606936416185
Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,Spngsin,1684.0,3.0,2.0,86.0,3,5106.88836104513
Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,Alivae ,1686.0,3.0,3.0,77.0,3,4567.022538552787
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600.0,3.0,3.0,105.0,3,6562.5
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655.0,3.0,3.0,95.0,3,5740.181268882176
Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830.0,3.0,3.0,121.0,3,6612.021857923497
Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430.0,3.0,1.0,85.0,3,5944.055944055944
Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,1989.0,4.0,3.0,155.0,3,7792.860734037205
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044.0,2.0,2.0,55.0,2,5268.199233716475
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426.0,3.0,2.0,85.0,3,5960.729312762974
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115.0,2.0,2.0,50.0,2,4484.304932735426
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000.0,2.0,1.0,29.0,2,2900.0
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140.0,2.0,1.0,33.06,2,2900.0
Built-up  Area,Ready To Move,Gulakamale,2 BHK,SLenssh,1200.0,2.0,3.0,50.0,2,4166.666666666667
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580.0,1.0,1.0,45.0,1,7758.620689655172
Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1030.0,2.0,1.0,50.36,2,4889.320388349514
Super built-up  Area,Ready To Move,Mahalakshmi Puram,3 BHK,SKthaAa,1950.0,3.0,3.0,132.0,3,6769.2307692307695
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724.0,3.0,1.0,125.0,3,7250.580046403712
Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400.0,2.0,2.0,65.0,2,4642.857142857143
Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300.0,2.0,2.0,55.86,2,4296.923076923077
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1332.0,2.0,1.0,108.0,2,8108.108108108108
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000.0,2.0,1.0,41.0,2,4100.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,48.0,2,4485.981308411215
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600.0,3.0,1.0,85.0,3,5312.5
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025.0,2.0,1.0,54.0,2,5268.292682926829
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220.0,3.0,2.0,56.0,3,4590.163934426229
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180.0,4.0,3.0,180.0,3,8256.880733944954
Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,LuntsAp,1600.0,3.0,2.0,102.0,3,6375.0
Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270.0,2.0,1.0,110.0,2,8661.417322834646
Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3.0,2.0,183.0,3,9469.7459727706
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086.0,3.0,2.0,160.0,3,7670.182166826462
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165.0,2.0,1.0,51.42,2,4413.733905579399
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440.0,2.0,2.0,165.0,2,11458.333333333334
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740.0,1.0,1.0,22.0,2,2972.972972972973
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2503.0,3.0,3.0,138.0,3,5513.383939272872
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075.0,2.0,2.0,60.0,2,5581.395348837209
Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260.0,2.0,2.0,83.5,2,6626.984126984127
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282.0,2.0,1.0,48.72,3,3800.312012480499
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717.0,3.0,3.0,125.0,3,7280.139778683751
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335.0,2.0,1.0,56.0,3,4194.756554307116
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Unentsi,1200.0,2.0,1.0,42.0,2,3500.0
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157.0,2.0,1.0,73.0,2,6309.420916162489
Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Cemesal,1510.0,2.0,2.0,65.0,3,4304.635761589404
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050.0,2.0,2.0,54.0,2,5142.857142857143
Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,Kr 10Ca,1200.0,2.0,2.0,45.0,2,3750.0
Super built-up  Area,18-May,Binny Pete,3 BHK,Shestlo,1516.0,3.0,1.0,147.0,3,9696.569920844327
Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050.0,2.0,1.0,44.41,2,4229.523809523809
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Cadel C,1210.0,2.0,3.0,69.0,2,5702.479338842975
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660.0,3.0,1.0,110.0,3,6626.506024096386
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410.0,2.0,3.0,125.0,2,8865.248226950354
Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305.0,2.0,1.0,67.0,2,5134.099616858238
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206.0,2.0,3.0,53.0,2,4394.69320066335
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,49.0,2,5549.263873159683
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150.0,2.0,2.0,55.0,2,4782.608695652174
Built-up  Area,Ready To Move,Cooke Town,3 BHK,Sillaa ,1850.0,3.0,3.0,110.0,3,5945.945945945946
Super built-up  Area,Ready To Move,Sompura,4 BHK,Suiseit,2150.0,3.0,2.0,85.0,4,3953.4883720930234
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895.0,3.0,1.0,390.0,3,10012.836970474968
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155.0,2.0,1.0,69.18,2,5989.6103896103905
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755.0,1.0,0.0,30.12,1,3989.4039735099336
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JHk 1en,960.0,2.0,2.0,35.0,2,3645.8333333333335
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571.0,3.0,3.0,53.12,3,3381.285805219605
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,119.0,3,7037.25606150207
Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1489.0,2.0,1.0,70.0,3,4701.141705842848
Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800.0,2.0,1.0,32.0,2,4000.0
Built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,980.0,2.0,2.0,60.0,3,6122.448979591837
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215.0,2.0,1.0,65.0,2,5349.794238683127
Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1500.0,2.0,1.0,70.0,3,4666.666666666667
Built-up  Area,Ready To Move,Brookefield,2 BHK,ARnts A,1588.0,2.0,3.0,58.0,2,3652.3929471032748
Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957.0,2.0,2.0,56.0,2,5851.619644723093
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1200.0,2.0,1.0,34.65,2,2887.5
Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845.0,2.0,0.0,34.0,2,4023.6686390532545
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2206.0,4.0,1.0,180.0,3,8159.564823209429
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1719.0,3.0,3.0,95.0,3,5526.468877254218
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,995.0,2.0,1.0,40.8,2,4100.5025125628135
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1047.0,2.0,1.0,75.0,2,7163.323782234957
Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1466.0,3.0,3.0,59.96,3,4090.0409276944065
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1691.0,3.0,2.0,100.0,3,5913.660555884092
Super built-up  Area,20-Dec,Chandapura,2 BHK,PavesGr,876.0,2.0,2.0,28.47,2,3250.0
Super built-up  Area,18-May,CV Raman Nagar,3 BHK,Pu270a ,1659.0,3.0,1.0,135.0,3,8137.4321880651
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270.0,2.0,1.0,105.0,2,8267.71653543307
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269.0,2.0,3.0,50.75,3,3999.211977935382
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,Suvasre,1200.0,3.0,2.0,80.0,2,6666.666666666667
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153.0,2.0,2.0,56.5,2,4900.260190806592
Super built-up  Area,Ready To Move,Whitefield,2 BHK,CalanGo,1315.0,2.0,2.0,69.5,2,5285.171102661597
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354.0,3.0,1.0,85.86,3,6341.211225997045
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Enodsed,1344.0,3.0,1.0,130.0,4,9672.619047619048
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PrrloMo,1180.0,2.0,1.0,55.0,2,4661.016949152542
